GEOID,locality,tract,label,group,estimate,moe,year,county,locality_num,tract_num,tractnames
51003010100,Albemarle County,Census Tract 101,Median Household Income,All Households,103340,22805,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,White,96061,28867,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Black,NA,NA,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Asian,NA,NA,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,NHPI,NA,NA,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Other,NA,NA,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Multiracial,156579,50302,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,"White, Not Hispanic or Latino",96061,28867,2023,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Hispanic or Latino,NA,NA,2023,Albemarle,003,010100,Free Union
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,All Households,123103,14277,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,White,120208,14794,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Black,NA,NA,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Asian,187656,147766,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,NHPI,NA,NA,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Other,NA,NA,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Multiracial,179345,64090,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,"White, Not Hispanic or Latino",120208,14794,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Hispanic or Latino,NA,NA,2023,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,All Households,182241,24141,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,White,183125,28115,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Black,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Asian,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,NHPI,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Other,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Multiracial,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,"White, Not Hispanic or Latino",183125,28115,2023,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Hispanic or Latino,NA,NA,2023,Albemarle,003,010202,Earlysville
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,All Households,120521,10952,2023,Albemarle,003,010301,Berkmar Drive
