GEOID,locality,tract,label,group,estimate,moe,year,county,locality_num,tract_num,tractnames
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,All Households,57071,23831,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,White,63977,30407,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,Black,46250,27311,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,Asian,NA,NA,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,NHPI,NA,NA,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,Other,NA,NA,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,Multiracial,118333,20423,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,"White, Not Hispanic or Latino",73141,13469,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000201,Charlottesville city,Census Tract 2.01,Median Household Income,Hispanic or Latino,33925,12127,2022,Charlottesville,540,000201,Rose Hill-Harris-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,All Households,24688,9207,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,White,22778,8529,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,Black,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,Asian,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,NHPI,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,Other,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,Multiracial,NA,NA,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,"White, Not Hispanic or Latino",20647,9315,2022,Charlottesville,540,000202,10th & Page-Venable
51540000202,Charlottesville city,Census Tract 2.02,Median Household Income,Hispanic or Latino,62765,60778,2022,Charlottesville,540,000202,10th & Page-Venable
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,All Households,72125,10635,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,White,71719,9518,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,Black,38017,13512,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,Asian,124688,117172,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,NHPI,NA,NA,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,Other,NA,NA,2022,Charlottesville,540,000302,Woolen Mills
51540000302,Charlottesville city,Census Tract 3.02,Median Household Income,Multiracial,NA,NA,2022,Charlottesville,540,000302,Woolen Mills
