GEOID,locality,tract,label,group,estimate,moe,year,county,locality_num,tract_num,tractnames
51003010100,Albemarle County,Census Tract 101,Median Household Income,All Households,94909,16215,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,White,93409,18512,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Black,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Other,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,"White, Not Hispanic or Latino",93409,18512,2022,Albemarle,003,010100,Free Union
51003010100,Albemarle County,Census Tract 101,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010100,Free Union
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,All Households,116106,13365,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,White,114297,14133,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Black,96302,53206,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Asian,180733,102123,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Multiracial,221250,113378,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,"White, Not Hispanic or Latino",114258,14632,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010201,Albemarle County,Census Tract 102.01,Median Household Income,Hispanic or Latino,204135,153380,2022,Albemarle,003,010201,Charlottesville-Albemarle Airport
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,All Households,180956,23036,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,White,175909,24058,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Black,NA,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Multiracial,250001,NA,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,"White, Not Hispanic or Latino",174453,25063,2022,Albemarle,003,010202,Earlysville
51003010202,Albemarle County,Census Tract 102.02,Median Household Income,Hispanic or Latino,250001,NA,2022,Albemarle,003,010202,Earlysville
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,All Households,107750,26410,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,White,102264,37443,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,Black,107750,52286,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,Multiracial,177857,148143,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,"White, Not Hispanic or Latino",102348,38703,2022,Albemarle,003,010301,Berkmar Drive
51003010301,Albemarle County,Census Tract 103.01,Median Household Income,Hispanic or Latino,68224,48505,2022,Albemarle,003,010301,Berkmar Drive
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,All Households,168295,27172,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,White,167955,34833,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,Black,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,"White, Not Hispanic or Latino",154500,38174,2022,Albemarle,003,010302,Polo Grounds Road
51003010302,Albemarle County,Census Tract 103.02,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010302,Polo Grounds Road
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,All Households,113846,18646,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,White,120082,22518,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,Black,NA,NA,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,Asian,99063,79540,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,Other,NA,NA,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,Multiracial,106488,103782,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,"White, Not Hispanic or Latino",121809,17678,2022,Albemarle,003,010303,Hollymead
51003010303,Albemarle County,Census Tract 103.03,Median Household Income,Hispanic or Latino,81552,48780,2022,Albemarle,003,010303,Hollymead
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,All Households,103362,25999,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,White,120393,36935,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,Black,57604,16117,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,"White, Not Hispanic or Latino",116765,34005,2022,Albemarle,003,010401,Stony Point-Keswick
51003010401,Albemarle County,Census Tract 104.01,Median Household Income,Hispanic or Latino,138828,91505,2022,Albemarle,003,010401,Stony Point-Keswick
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,All Households,119618,19782,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,White,120583,18791,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,Black,NA,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,Asian,55096,12350,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,Multiracial,250001,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,"White, Not Hispanic or Latino",120583,18791,2022,Albemarle,003,010402,Village of Rivanna
51003010402,Albemarle County,Census Tract 104.02,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010402,Village of Rivanna
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,All Households,147677,21570,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,White,122279,49409,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,Black,136625,119896,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,Multiracial,156094,155134,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,"White, Not Hispanic or Latino",122279,49409,2022,Albemarle,003,010501,Darden-Key West
51003010501,Albemarle County,Census Tract 105.01,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010501,Darden-Key West
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,All Households,76698,11912,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,White,97411,27393,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,Black,46250,5851,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,"White, Not Hispanic or Latino",99545,27546,2022,Albemarle,003,010502,Pantops
51003010502,Albemarle County,Census Tract 105.02,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010502,Pantops
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,All Households,112548,16130,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,White,115690,10483,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,Black,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,Asian,118750,60524,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,"White, Not Hispanic or Latino",115675,10692,2022,Albemarle,003,010602,Dunlora-Stone Henge
51003010602,Albemarle County,Census Tract 106.02,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010602,Dunlora-Stone Henge
